x_Mean,x_Variance,x_Standard Deviation,x_Skewness,x_Kurtosis,x_Range,x_Interquartile Range (IQR),x_Coefficient of Variation,x_Median Absolute Deviation (MAD),y_Mean,y_Variance,y_Standard Deviation,y_Skewness,y_Kurtosis,y_Range,y_Interquartile Range (IQR),y_Coefficient of Variation,y_Median Absolute Deviation (MAD),z_Mean,z_Variance,z_Standard Deviation,z_Skewness,z_Kurtosis,z_Range,z_Interquartile Range (IQR),z_Coefficient of Variation,z_Median Absolute Deviation (MAD),machine,process_name,label
-5.025476353769084,219326.92961220306,468.3235309187475,0.004671991955915178,3.7705018210590726,4012.0,85.0,-93.18970484592926,42.0,32.63177257275763,20599.229688521013,143.52431741179268,0.12186274423173048,6.064430699952524,3813.0,130.0,4.398291561076812,62.0,-1015.0949613847805,20318.23612649439,142.54205037985946,0.08094316602581879,0.502953536985494,1347.0,199.0,-0.14042211827548906,99.0,M01,OP00,good
-4.080831047232825,220278.02549917772,469.3378585828952,-0.0018231945860646237,3.7602441206452593,4186.0,104.0,-115.01014829074238,51.0,34.439658128578245,24506.203785965936,156.54457443797259,0.12233234720905083,3.8636643700934865,3819.0,176.0,4.545465640396283,89.0,-1014.8889029699427,20275.867905049152,142.39335625319444,0.2743880619873996,0.9900740270894701,1575.0,177.0,-0.14030411650199676,78.0,M01,OP00,good
-5.624304058908046,221917.66910635045,471.08138267856697,0.020669027931837804,3.8702057014910825,4063.0,114.0,-83.75800746905739,55.0,30.928157177921456,25506.01366274409,159.7060226251474,0.01598275492692085,6.453856771024721,4006.0,147.0,5.163764621558184,74.0,-1013.8410298431513,30537.250651361937,174.74910772694074,-0.21246748411610525,0.14777484066895052,1804.0,255.0,-0.17236309802079994,117.0,M01,OP00,good
-4.051224803196565,219635.03825014833,468.65236396517656,-0.0015484294581032938,3.759368258824237,4227.0,96.0,-115.68143297842842,47.0,32.50433862118321,20050.571578011026,141.60004088280138,0.1241714796747726,6.559993822014393,3868.0,122.0,4.356334661572928,58.0,-1014.9802786557728,17484.414826862157,132.22864601462936,0.18443988098199454,1.051201027018588,1339.0,162.0,-0.13027681656938891,76.0,M01,OP00,good
-3.874869543177481,220342.92512214693,469.40699304776757,0.0009170805791220803,3.768098628457068,4264.0,104.0,-121.14114113963629,51.0,34.39363296159351,25259.18813287198,158.93139442184474,0.1007160802978968,3.6865925157330874,3919.0,182.0,4.620945347749308,91.0,-1014.5148646230916,20274.96635587965,142.39019051844704,0.2793001761536244,1.033052724811184,1634.0,176.0,-0.1403527243565141,78.0,M01,OP00,good
-4.774485153256705,222211.11051574352,471.39273489919583,0.014651647406488019,3.84229832598157,4149.0,120.0,-98.73145226786981,59.0,33.24403585967433,25786.501406828338,160.58175925935154,0.05464663979246384,5.640813544240636,4047.0,157.0,4.83038399787062,79.0,-1013.7606636135057,29612.817466722678,172.0837513152322,-0.2032296491517473,0.21797654817945888,1786.0,248.0,-0.16974758989528146,115.0,M01,OP00,good
-4.2706569060114505,220036.38788506124,469.08036399433865,0.0009573906352849364,3.753295323409608,4164.0,100.0,-109.83778376641702,51.0,33.734091722328245,20778.32439180232,144.1468847800823,0.09921670492364203,5.695669722895344,3872.0,147.0,4.273024966086685,73.0,-1014.7772542938932,18191.85932496395,134.87720090869306,0.2540434723476849,1.1022245654928113,1398.0,162.0,-0.13291286237575928,72.0,M01,OP00,good
-4.769266291182171,221087.96809480482,470.19992353764246,0.005596019180741178,3.705732026789196,4346.0,89.0,-98.58938565103276,44.0,32.96749333817829,19815.407015503133,140.76720859455563,0.11028984910877408,6.545921805747399,4010.0,134.0,4.269870952562799,66.0,-1015.0247017320736,20236.40517957272,142.2547193578221,0.1228973212087138,0.5604576555523635,1489.0,195.0,-0.14014875686158487,97.0,M01,OP00,good
1.9404524564743042,216848.046875,465.6694641113281,-0.051342420649894555,3.8134601318145496,4098.0,86.0,239.97938537597656,44.0,29.955347061157227,22335.642578125,149.45114135742188,-0.22163085227908624,4.563042144830169,2131.0,124.0,4.989120960235596,60.0,-1037.3056640625,19881.625,141.00221252441406,0.06082007300883444,1.1020542228904162,1562.0,172.0,-0.13593094050884247,84.0,M01,OP00,good
2.230003833770752,216610.0625,465.4138488769531,-0.05519661193584999,3.8823064429409078,4204.0,81.0,208.7050018310547,41.0,30.156625747680664,21305.408203125,145.96371459960938,-0.16228515122450743,4.638971763528713,2164.0,116.0,4.8401780128479,58.0,-1036.945068359375,18735.251953125,136.87677001953125,0.0796806332561116,1.259599893335051,1439.0,160.0,-0.13199979066848755,76.0,M01,OP00,good
-0.040470224056603776,219027.61142087055,468.00385833972626,-0.004603761209257781,3.8422437736968797,4426.0,138.0,-11564.131578667215,69.0,36.79090507075472,20648.111416808413,143.69450726039744,0.10834079063016196,10.251318005155062,5108.0,148.0,3.9057001238895896,74.0,-1012.8486733490566,33794.72467072184,183.83341554440486,0.009413138483318092,-0.21439917948990228,1715.0,285.0,-0.18150102937900917,142.0,M01,OP00,good
1.898239016532898,215813.21875,464.5570068359375,-0.048758710132366705,3.8393660116392185,4233.0,92.0,244.73007202148438,45.0,29.50137710571289,22204.853515625,149.01292419433594,-0.19845071326056432,4.358877740169415,2098.0,126.0,5.0510406494140625,60.0,-1037.234619140625,20427.12890625,142.9235076904297,0.08043894892706167,0.9614218643556756,1482.0,178.0,-0.13779258728027344,86.0,M01,OP00,good
1.8284810781478882,215973.171875,464.7291259765625,-0.04665803405412177,3.8364153555277714,3921.0,94.0,254.1608123779297,47.0,29.82860565185547,23482.927734375,153.2414093017578,-0.16553071162474509,3.725542291019023,2072.0,147.0,5.137387275695801,72.0,-1037.0845947265625,20603.068359375,143.53768920898438,0.03355378520164034,0.8815106708363412,1515.0,180.0,-0.1384047269821167,90.0,M01,OP00,good
-3.7609929778696496,222833.5271812093,472.05246231876527,-0.003284908375573639,3.658920647198081,4163.0,110.0,-125.51248253594456,55.0,31.65757234922179,20181.557033327976,142.06180708877378,0.18874466130216672,5.917967552346793,3846.0,144.0,4.487442549742464,66.0,-1014.960675310068,23031.094499039707,151.7599897833408,0.2196821231665957,0.5779158302159253,1399.0,201.0,-0.14952274028133758,96.0,M01,OP00,good
0.06582104400749064,217569.34521604964,466.4432926048456,-0.00640723787613709,3.8747721449643215,4373.0,136.0,7086.524478920097,67.0,37.8489766210206,20805.830359477484,144.2422627369575,0.08127319656942769,8.373288479266046,4824.0,165.0,3.8109880854973484,82.0,-1013.0558688845974,36755.42421958029,191.71704206872244,-0.02073107996043457,-0.4144926539772671,1564.0,307.0,-0.18924592152390995,153.0,M01,OP00,good
